order_id,order_date,month,weekday,state,sales_channel,product_category,product_name,quantity,unit_price,discount,order_status,seller_name,payment_method,total_salles,Faturamento total no ano
ORD-10165,22/07/2024,julho,segunda-feira,SC,Televendas,Informática,Teclado Mecânico,1,"2419,39",15%,Concluído,Carlos Souza,Boleto,"2419,39",
ORD-10166,18/08/2024,agosto,domingo,PE,Não Informado,Fotografia,Câmera Canon,1,"2610,93",5%,Cancelado,Carlos Souza,Cartão Crédito,"2610,93",
ORD-10167,04/03/2024,março,segunda-feira,PR,Não Informado,Acessórios,Carregador USB-C,2,"1555,42",5%,Cancelado,Mariana Lima,Pix,"3110,84",
ORD-10168,08/05/2024,maio,quarta-feira,MG,Não Informado,Áudio,Fone JBL,1,"4783,94",10%,Devolvido,Não Informado,Pix,"4783,94",
ORD-10169,30/10/2024,outubro,quarta-feira,SP,E-commerce,Informática,Mouse Logitech,2,"897,44",10%,Concluído,Ana Silva,Boleto,"1794,88",
ORD-10170,29/11/2024,novembro,sexta-feira,GO,Não Informado,Acessórios,Cabo Lightning,5,"2112,1",0%,Devolvido,Mariana Lima,Cartão Crédito,"10560,5",
ORD-10171,26/07/2024,julho,sexta-feira,MG,Aplicativo,Celulares,Xiaomi Redmi Note,4,"411,22",0%,Concluído,Roberto Alves,Cartão Crédito,"1644,88",
ORD-10172,06/11/2024,novembro,quarta-feira,PR,Aplicativo,Celulares,Samsung Galaxy S22,3,"4314,35",10%,Cancelado,Mariana Lima,Pix,"12943,05",
ORD-10173,12/06/2024,junho,quarta-feira,RS,Marketplace,Acessórios,Carregador USB-C,4,"656,48",15%,Concluído,Ana Silva,Boleto,"2625,92",
ORD-10174,07/05/2024,maio,terça-feira,RS,Marketplace,Tablets,Galaxy Tab S8,3,"4672,07",10%,Concluído,Não Informado,Cartão Crédito,"14016,21",
ORD-10175,11/09/2024,setembro,quarta-feira,RS,Marketplace,Tablets,Galaxy Tab S8,1,"4728,9",15%,Devolvido,Ana Silva,Pix,"4728,9",
ORD-10176,01/11/2024,novembro,sexta-feira,RJ,Aplicativo,Áudio,Caixa de Som JBL,1,"2379,4",0%,Cancelado,Mariana Lima,Boleto,"2379,4",
ORD-10177,06/07/2024,julho,sábado,PR,Televendas,Áudio,Caixa de Som JBL,4,"303,23",5%,Devolvido,Ana Silva,Cartão Crédito,"1212,92",
ORD-10178,08/10/2024,outubro,terça-feira,MG,E-commerce,Acessórios,Cabo Lightning,5,"3417,97",0%,Concluído,Mariana Lima,Boleto,"17089,85",
ORD-10179,14/03/2024,março,quinta-feira,SP,E-commerce,Acessórios,Cabo Lightning,5,"2570,16",0%,Cancelado,Mariana Lima,Cartão Crédito,"12850,8",
ORD-10180,17/03/2024,março,domingo,MG,Aplicativo,Acessórios,Cabo Lightning,5,"741,92",10%,Devolvido,Não Informado,Boleto,"3709,6",
ORD-10181,29/09/2024,setembro,domingo,SP,Loja Física,Acessórios,Suporte Celular,1,"2836,48",15%,Devolvido,Ana Silva,Cartão Crédito,"2836,48",
ORD-10182,18/12/2024,dezembro,quarta-feira,RS,Não Informado,Acessórios,Cabo Lightning,1,"3004,7",10%,Concluído,Não Informado,Cartão Crédito,"3004,7",
ORD-10183,18/11/2024,novembro,segunda-feira,MG,Não Informado,Celulares,Xiaomi Redmi Note,5,"3884,3",15%,Cancelado,Ana Silva,Pix,"19421,5",
ORD-10184,07/04/2024,abril,domingo,SC,Não Informado,Fotografia,Câmera Canon,4,"1602,78",5%,Cancelado,Roberto Alves,Pix,"6411,12",
ORD-10185,01/02/2024,fevereiro,quinta-feira,GO,Televendas,Acessórios,Cabo Lightning,2,"2617,48",10%,Concluído,Mariana Lima,Cartão Crédito,"5234,96",
ORD-10186,06/10/2024,outubro,domingo,GO,Marketplace,Tablets,Galaxy Tab S8,1,"3871,35",10%,Cancelado,Mariana Lima,Pix,"3871,35",
ORD-10187,01/06/2024,junho,sábado,PR,Aplicativo,Áudio,Fone JBL,1,"1076,03",15%,Devolvido,Não Informado,Boleto,"1076,03",
ORD-10188,03/03/2024,março,domingo,PR,Marketplace,Áudio,Caixa de Som JBL,1,"2738,79",15%,Devolvido,Ana Silva,Boleto,"2738,79",
ORD-10189,26/06/2024,junho,quarta-feira,RS,Marketplace,Fotografia,Câmera Canon,1,"1319,4",15%,Devolvido,Não Informado,Boleto,"1319,4",
ORD-10190,25/02/2024,fevereiro,domingo,SP,Não Informado,Áudio,Fone JBL,1,"2954,81",5%,Cancelado,Carlos Souza,Pix,"2954,81",
ORD-10191,18/06/2024,junho,terça-feira,SP,Televendas,Informática,Monitor Samsung,4,"547,7",5%,Cancelado,Roberto Alves,Boleto,"2190,8",
ORD-10192,29/11/2024,novembro,sexta-feira,RJ,Não Informado,Tablets,Galaxy Tab S8,3,"1639,78",0%,Cancelado,Não Informado,Boleto,"4919,34",
ORD-10193,30/03/2024,março,sábado,SC,Aplicativo,Fotografia,Câmera Canon,2,"4672,92",0%,Cancelado,Mariana Lima,Pix,"9345,84",
ORD-10194,17/10/2024,outubro,quinta-feira,BA,Aplicativo,Informática,Teclado Mecânico,1,"4645,85",10%,Concluído,Carlos Souza,Pix,"4645,85",
ORD-10195,08/04/2024,abril,segunda-feira,BA,Não Informado,Tablets,Galaxy Tab S8,3,"854,35",15%,Cancelado,Ana Silva,Boleto,"2563,05",
ORD-10196,17/10/2024,outubro,quinta-feira,SC,Televendas,Áudio,Caixa de Som JBL,2,"918,7",15%,Devolvido,Ana Silva,Cartão Crédito,"1837,4",
ORD-10197,04/04/2024,abril,quinta-feira,SP,Loja Física,Fotografia,Câmera Canon,4,"1651,83",5%,Concluído,Carlos Souza,Cartão Crédito,"6607,32",
ORD-10198,03/06/2024,junho,segunda-feira,PR,Não Informado,Áudio,Caixa de Som JBL,1,"2885,74",10%,Cancelado,Ana Silva,Boleto,"2885,74",
ORD-10199,06/06/2024,junho,quinta-feira,RJ,Não Informado,Informática,Monitor Samsung,4,"3446,06",10%,Devolvido,Mariana Lima,Pix,"13784,24",
ORD-10200,09/03/2024,março,sábado,SC,Não Informado,Celulares,iPhone 13,2,"2302,14",10%,Concluído,Não Informado,Boleto,"4604,28",
ORD-10201,14/12/2024,dezembro,sábado,RJ,Televendas,Celulares,iPhone 13,1,"2651,26",10%,Concluído,Ana Silva,Pix,"2651,26",
ORD-10202,20/10/2024,outubro,domingo,RJ,Não Informado,Acessórios,Carregador USB-C,2,"864,46",15%,Cancelado,Não Informado,Cartão Crédito,"1728,92",
ORD-10203,29/01/2024,janeiro,segunda-feira,SP,Televendas,Informática,Monitor Samsung,2,"2590,58",15%,Concluído,Mariana Lima,Boleto,"5181,16",
ORD-10204,10/05/2024,maio,sexta-feira,SP,Aplicativo,Informática,Monitor Samsung,1,"1128,61",0%,Devolvido,Ana Silva,Pix,"1128,61",
ORD-10205,29/08/2024,agosto,quinta-feira,SC,Loja Física,Informática,Notebook Dell,3,"2073,89",5%,Concluído,Roberto Alves,Cartão Crédito,"6221,67",
ORD-10206,15/12/2024,dezembro,domingo,RJ,Marketplace,Tablets,iPad 10,5,"708,3",10%,Concluído,Não Informado,Cartão Crédito,"3541,5",
ORD-10207,02/01/2024,janeiro,terça-feira,PE,Aplicativo,Fotografia,Câmera Canon,3,"2341,87",15%,Cancelado,Carlos Souza,Cartão Crédito,"7025,61",
ORD-10208,21/05/2024,maio,terça-feira,SC,Televendas,Áudio,Fone JBL,1,"3839,18",0%,Concluído,Carlos Souza,Cartão Crédito,"3839,18",
ORD-10209,31/10/2024,outubro,quinta-feira,RS,Não Informado,Informática,Notebook Dell,4,"3009,04",0%,Concluído,Roberto Alves,Cartão Crédito,"12036,16",
ORD-10210,21/04/2024,abril,domingo,RS,Não Informado,Celulares,Xiaomi Redmi Note,2,"2544,28",10%,Devolvido,Não Informado,Pix,"5088,56",
ORD-10211,01/05/2024,maio,quarta-feira,SC,Loja Física,Fotografia,Webcam Logitech,2,"4929,19",5%,Devolvido,Ana Silva,Pix,"9858,38",
ORD-10212,30/03/2024,março,sábado,SP,Loja Física,Acessórios,Suporte Celular,1,"2164,64",15%,Concluído,Não Informado,Boleto,"2164,64",
ORD-10213,28/07/2024,julho,domingo,RS,Marketplace,Fotografia,Webcam Logitech,3,"1913,48",15%,Devolvido,Carlos Souza,Cartão Crédito,"5740,44",
ORD-10214,01/08/2024,agosto,quinta-feira,BA,Marketplace,Informática,Monitor Samsung,5,"713,76",5%,Devolvido,Ana Silva,Cartão Crédito,"3568,8",
ORD-10215,01/10/2024,outubro,terça-feira,SP,E-commerce,Áudio,Fone JBL,2,"305,11",15%,Cancelado,Não Informado,Boleto,"610,22",
ORD-10216,21/04/2024,abril,domingo,BA,E-commerce,Fotografia,Tripé Fotográfico,2,"4353,9",10%,Cancelado,Carlos Souza,Boleto,"8707,8",
ORD-10217,04/05/2024,maio,sábado,RS,Televendas,Informática,Monitor Samsung,5,"3533,65",15%,Devolvido,Mariana Lima,Cartão Crédito,"17668,25",
ORD-10218,06/06/2024,junho,quinta-feira,GO,E-commerce,Tablets,Galaxy Tab S8,3,"2588,44",15%,Concluído,Mariana Lima,Cartão Crédito,"7765,32",
ORD-10219,30/07/2024,julho,terça-feira,SP,Loja Física,Áudio,Caixa de Som JBL,5,"4327,22",5%,Concluído,Mariana Lima,Cartão Crédito,"21636,1",
ORD-10220,27/04/2024,abril,sábado,PE,Não Informado,Celulares,Samsung Galaxy S22,5,"4175,15",15%,Devolvido,Mariana Lima,Cartão Crédito,"20875,75",
ORD-10221,08/09/2024,setembro,domingo,MG,Marketplace,Fotografia,Tripé Fotográfico,2,"3677,22",10%,Concluído,Carlos Souza,Pix,"7354,44",
ORD-10222,25/09/2024,setembro,quarta-feira,SP,Aplicativo,Fotografia,Câmera Canon,1,"4728,68",0%,Cancelado,Carlos Souza,Pix,"4728,68",
ORD-10223,05/01/2024,janeiro,sexta-feira,GO,Não Informado,Fotografia,Câmera Canon,5,"2307,25",0%,Concluído,Ana Silva,Pix,"11536,25",
ORD-10224,29/07/2024,julho,segunda-feira,PE,Loja Física,Acessórios,Suporte Celular,1,"2670,62",10%,Concluído,Não Informado,Boleto,"2670,62",
ORD-10225,01/04/2024,abril,segunda-feira,RS,Televendas,Fotografia,Webcam Logitech,1,"2645,71",5%,Devolvido,Mariana Lima,Boleto,"2645,71",
ORD-10226,10/07/2024,julho,quarta-feira,BA,Não Informado,Tablets,iPad 10,4,"2846,76",5%,Concluído,Ana Silva,Pix,"11387,04",
ORD-10227,12/07/2024,julho,sexta-feira,MG,E-commerce,Tablets,Galaxy Tab S8,4,"327,77",0%,Concluído,Roberto Alves,Boleto,"1311,08",
ORD-10228,18/02/2024,fevereiro,domingo,BA,E-commerce,Áudio,Headset HyperX,1,"1187,34",15%,Concluído,Mariana Lima,Pix,"1187,34",
ORD-10229,17/01/2024,janeiro,quarta-feira,MG,Não Informado,Acessórios,Suporte Celular,3,"127,51",5%,Concluído,Ana Silva,Boleto,"382,53",
ORD-10230,03/05/2024,maio,sexta-feira,SC,Não Informado,Celulares,Xiaomi Redmi Note,4,"3401,32",10%,Cancelado,Ana Silva,Pix,"13605,28",
ORD-10231,28/01/2024,janeiro,domingo,PR,Televendas,Fotografia,Webcam Logitech,4,"1199,11",0%,Concluído,Mariana Lima,Pix,"4796,44",
ORD-10232,18/08/2024,agosto,domingo,SC,Marketplace,Fotografia,Webcam Logitech,2,"1811,27",15%,Concluído,Ana Silva,Pix,"3622,54",
ORD-10233,07/02/2024,fevereiro,quarta-feira,SC,Loja Física,Áudio,Fone JBL,3,"813,39",5%,Devolvido,Ana Silva,Pix,"2440,17",
ORD-10234,15/08/2024,agosto,quinta-feira,MG,Aplicativo,Informática,Teclado Mecânico,3,"556,05",0%,Concluído,Não Informado,Pix,"1668,15",
ORD-10235,22/02/2024,fevereiro,quinta-feira,PR,Aplicativo,Acessórios,Cabo Lightning,1,"1801,88",0%,Concluído,Mariana Lima,Cartão Crédito,"1801,88",
ORD-10236,13/10/2024,outubro,domingo,MG,Marketplace,Tablets,iPad 10,5,"2629,47",15%,Devolvido,Mariana Lima,Boleto,"13147,35",
ORD-10237,02/02/2024,fevereiro,sexta-feira,GO,E-commerce,Tablets,iPad 10,4,"1416,01",10%,Devolvido,Mariana Lima,Cartão Crédito,"5664,04",
ORD-10238,10/09/2024,setembro,terça-feira,MG,Loja Física,Fotografia,Tripé Fotográfico,5,"1017,96",0%,Concluído,Roberto Alves,Boleto,"5089,8",
ORD-10239,17/06/2024,junho,segunda-feira,BA,Loja Física,Acessórios,Cabo Lightning,3,"2181,55",5%,Cancelado,Roberto Alves,Boleto,"6544,65",
ORD-10240,12/06/2024,junho,quarta-feira,RS,Loja Física,Celulares,Samsung Galaxy S22,1,"3490,04",15%,Concluído,Mariana Lima,Cartão Crédito,"3490,04",
ORD-10241,15/10/2024,outubro,terça-feira,PE,E-commerce,Áudio,Fone JBL,5,"4986,46",5%,Concluído,Carlos Souza,Cartão Crédito,"24932,3",
ORD-10242,05/02/2024,fevereiro,segunda-feira,RS,Loja Física,Áudio,Headset HyperX,1,"2521,55",10%,Cancelado,Roberto Alves,Cartão Crédito,"2521,55",
ORD-10243,02/11/2024,novembro,sábado,PE,E-commerce,Informática,Monitor Samsung,5,"2033,99",15%,Devolvido,Não Informado,Pix,"10169,95",
ORD-10244,25/02/2024,fevereiro,domingo,SP,Televendas,Fotografia,Câmera Canon,1,"3340,23",5%,Concluído,Mariana Lima,Cartão Crédito,"3340,23",
ORD-10245,20/02/2024,fevereiro,terça-feira,GO,Loja Física,Informática,Notebook Dell,2,"2577,85",5%,Concluído,Roberto Alves,Boleto,"5155,7",
ORD-10246,13/09/2024,setembro,sexta-feira,RJ,Loja Física,Acessórios,Suporte Celular,3,"4988,63",15%,Concluído,Ana Silva,Pix,"14965,89",
ORD-10247,27/06/2024,junho,quinta-feira,PE,Aplicativo,Fotografia,Câmera Canon,3,"2303,9",5%,Devolvido,Roberto Alves,Pix,"6911,7",
ORD-10248,12/06/2024,junho,quarta-feira,SP,Loja Física,Tablets,Galaxy Tab S8,3,"271,18",0%,Concluído,Carlos Souza,Boleto,"813,54",
ORD-10249,30/03/2024,março,sábado,GO,Marketplace,Celulares,Xiaomi Redmi Note,2,"1688,4",15%,Concluído,Carlos Souza,Cartão Crédito,"3376,8",
ORD-10250,09/08/2024,agosto,sexta-feira,GO,Televendas,Fotografia,Tripé Fotográfico,1,"3700,07",5%,Concluído,Roberto Alves,Pix,"3700,07",
ORD-10251,15/04/2024,abril,segunda-feira,RJ,Televendas,Fotografia,Câmera Canon,1,"4053,21",0%,Cancelado,Mariana Lima,Boleto,"4053,21",
ORD-10252,28/02/2024,fevereiro,quarta-feira,SC,Televendas,Celulares,Samsung Galaxy S22,1,"4320,05",10%,Concluído,Não Informado,Pix,"4320,05",
ORD-10253,22/08/2024,agosto,quinta-feira,RJ,Não Informado,Áudio,Caixa de Som JBL,2,4078,10%,Cancelado,Mariana Lima,Pix,8156,
ORD-10254,29/02/2024,fevereiro,quinta-feira,SC,Televendas,Celulares,Samsung Galaxy S22,3,"3482,51",15%,Cancelado,Não Informado,Cartão Crédito,"10447,53",
ORD-10255,06/09/2024,setembro,sexta-feira,PE,Marketplace,Tablets,iPad 10,5,"3482,49",5%,Concluído,Mariana Lima,Cartão Crédito,"17412,45",
ORD-10256,18/08/2024,agosto,domingo,GO,Marketplace,Celulares,Samsung Galaxy S22,1,"4334,34",0%,Cancelado,Roberto Alves,Pix,"4334,34",
ORD-10257,10/09/2024,setembro,terça-feira,GO,Marketplace,Acessórios,Suporte Celular,1,"2484,04",15%,Concluído,Não Informado,Pix,"2484,04",
ORD-10258,17/01/2024,janeiro,quarta-feira,GO,Televendas,Celulares,Samsung Galaxy S22,2,"2711,16",5%,Concluído,Não Informado,Pix,"5422,32",
ORD-10259,17/05/2024,maio,sexta-feira,GO,Televendas,Informática,Notebook Dell,3,"2733,11",0%,Cancelado,Roberto Alves,Pix,"8199,33",
ORD-10260,06/05/2024,maio,segunda-feira,RJ,Aplicativo,Fotografia,Tripé Fotográfico,1,"2276,18",10%,Concluído,Carlos Souza,Cartão Crédito,"2276,18",
ORD-10261,18/12/2024,dezembro,quarta-feira,MG,Televendas,Fotografia,Tripé Fotográfico,1,"3070,8",15%,Cancelado,Carlos Souza,Cartão Crédito,"3070,8",
ORD-10262,29/09/2024,setembro,domingo,BA,Loja Física,Informática,Teclado Mecânico,5,"2716,9",10%,Devolvido,Não Informado,Boleto,"13584,5",
ORD-10263,29/07/2024,julho,segunda-feira,MG,Marketplace,Informática,Mouse Logitech,3,"4341,89",5%,Cancelado,Mariana Lima,Cartão Crédito,"13025,67",
ORD-10264,07/09/2024,setembro,sábado,SC,Aplicativo,Fotografia,Webcam Logitech,5,"3180,39",15%,Concluído,Ana Silva,Cartão Crédito,"15901,95",
ORD-10265,22/05/2024,maio,quarta-feira,PR,Televendas,Acessórios,Suporte Celular,3,"2300,74",15%,Concluído,Ana Silva,Boleto,"6902,22",
ORD-10266,02/02/2024,fevereiro,sexta-feira,RS,Aplicativo,Tablets,Galaxy Tab S8,4,"1128,26",15%,Devolvido,Mariana Lima,Boleto,"4513,04",
ORD-10267,22/10/2024,outubro,terça-feira,SP,E-commerce,Áudio,Headset HyperX,5,"4269,49",10%,Concluído,Roberto Alves,Pix,"21347,45",
ORD-10268,13/08/2024,agosto,terça-feira,RS,Não Informado,Informática,Mouse Logitech,1,"4959,6",15%,Cancelado,Mariana Lima,Cartão Crédito,"4959,6",
ORD-10269,01/12/2024,dezembro,domingo,SP,Aplicativo,Áudio,Fone JBL,3,"457,98",5%,Devolvido,Carlos Souza,Cartão Crédito,"1373,94",
ORD-10270,26/12/2024,dezembro,quinta-feira,MG,Televendas,Fotografia,Câmera Canon,1,"1106,43",0%,Cancelado,Não Informado,Boleto,"1106,43",
ORD-10271,05/01/2024,janeiro,sexta-feira,MG,Aplicativo,Tablets,iPad 10,3,"4094,69",15%,Concluído,Carlos Souza,Cartão Crédito,"12284,07",
ORD-10272,22/02/2024,fevereiro,quinta-feira,SC,Marketplace,Informática,Notebook Dell,3,"4410,9",5%,Cancelado,Ana Silva,Pix,"13232,7",
ORD-10273,08/11/2024,novembro,sexta-feira,MG,Aplicativo,Acessórios,Carregador USB-C,2,"2228,49",5%,Concluído,Carlos Souza,Pix,"4456,98",
ORD-10274,04/03/2024,março,segunda-feira,PR,Marketplace,Informática,Mouse Logitech,1,"1950,96",15%,Cancelado,Mariana Lima,Boleto,"1950,96",
ORD-10275,10/10/2024,outubro,quinta-feira,SP,Não Informado,Informática,Mouse Logitech,5,"3619,84",10%,Devolvido,Carlos Souza,Pix,"18099,2",
ORD-10276,06/04/2024,abril,sábado,RS,Aplicativo,Acessórios,Suporte Celular,4,"1512,93",0%,Concluído,Ana Silva,Cartão Crédito,"6051,72",
ORD-10277,27/09/2024,setembro,sexta-feira,SC,Televendas,Tablets,iPad 10,3,"4672,93",5%,Concluído,Mariana Lima,Pix,"14018,79",
ORD-10278,29/08/2024,agosto,quinta-feira,BA,Marketplace,Fotografia,Câmera Canon,1,"2957,45",0%,Concluído,Ana Silva,Cartão Crédito,"2957,45",
ORD-10279,17/11/2024,novembro,domingo,SC,E-commerce,Acessórios,Cabo Lightning,5,"3847,19",15%,Cancelado,Mariana Lima,Pix,"19235,95",
ORD-10280,18/09/2024,setembro,quarta-feira,RJ,Loja Física,Áudio,Fone JBL,2,"2705,13",15%,Concluído,Carlos Souza,Pix,"5410,26",
ORD-10281,10/08/2024,agosto,sábado,BA,Não Informado,Celulares,iPhone 13,4,"3080,87",0%,Cancelado,Ana Silva,Pix,"12323,48",
ORD-10282,25/12/2024,dezembro,quarta-feira,PE,Televendas,Fotografia,Câmera Canon,2,"2507,24",10%,Devolvido,Carlos Souza,Boleto,"5014,48",
ORD-10283,17/05/2024,maio,sexta-feira,PR,Aplicativo,Celulares,Xiaomi Redmi Note,1,"3868,58",0%,Devolvido,Não Informado,Pix,"3868,58",
ORD-10284,22/10/2024,outubro,terça-feira,SP,Aplicativo,Áudio,Headset HyperX,1,"2505,93",10%,Cancelado,Mariana Lima,Cartão Crédito,"2505,93",
ORD-10285,20/10/2024,outubro,domingo,SP,E-commerce,Áudio,Fone JBL,1,"620,9",0%,Cancelado,Ana Silva,Cartão Crédito,"620,9",
ORD-10286,17/03/2024,março,domingo,RS,Loja Física,Áudio,Caixa de Som JBL,1,"2786,68",15%,Cancelado,Roberto Alves,Boleto,"2786,68",
ORD-10287,09/02/2024,fevereiro,sexta-feira,MG,Marketplace,Áudio,Caixa de Som JBL,3,"641,03",0%,Concluído,Roberto Alves,Pix,"1923,09",
ORD-10288,08/06/2024,junho,sábado,PR,Marketplace,Tablets,Galaxy Tab S8,1,"2787,8",0%,Devolvido,Não Informado,Boleto,"2787,8",
ORD-10289,04/05/2024,maio,sábado,RS,Não Informado,Fotografia,Tripé Fotográfico,3,"2978,87",15%,Cancelado,Carlos Souza,Pix,"8936,61",
ORD-10290,29/04/2024,abril,segunda-feira,PR,E-commerce,Tablets,iPad 10,3,"3197,91",0%,Concluído,Mariana Lima,Pix,"9593,73",
ORD-10291,01/05/2024,maio,quarta-feira,BA,E-commerce,Celulares,Xiaomi Redmi Note,4,"4807,87",5%,Concluído,Carlos Souza,Pix,"19231,48",
ORD-10292,22/08/2024,agosto,quinta-feira,SC,E-commerce,Tablets,Galaxy Tab S8,1,"2924,81",5%,Concluído,Roberto Alves,Boleto,"2924,81",
ORD-10293,29/05/2024,maio,quarta-feira,PR,Loja Física,Celulares,iPhone 13,3,"4633,91",15%,Concluído,Mariana Lima,Cartão Crédito,"13901,73",
ORD-10294,10/03/2024,março,domingo,GO,Aplicativo,Informática,Mouse Logitech,1,"819,28",5%,Devolvido,Roberto Alves,Pix,"819,28",
ORD-10295,16/04/2024,abril,terça-feira,RJ,Marketplace,Acessórios,Cabo Lightning,3,"2343,57",0%,Devolvido,Não Informado,Pix,"7030,71",
ORD-10296,16/03/2024,março,sábado,SC,Televendas,Celulares,Samsung Galaxy S22,1,"1278,68",10%,Concluído,Mariana Lima,Boleto,"1278,68",
ORD-10297,26/07/2024,julho,sexta-feira,RJ,Aplicativo,Celulares,iPhone 13,5,"3752,99",5%,Concluído,Carlos Souza,Pix,"18764,95",
ORD-10298,23/04/2024,abril,terça-feira,RJ,Televendas,Informática,Notebook Dell,2,"4127,18",10%,Devolvido,Ana Silva,Pix,"8254,36",
ORD-10299,26/11/2024,novembro,terça-feira,RJ,E-commerce,Informática,Mouse Logitech,2,"505,29",10%,Concluído,Ana Silva,Cartão Crédito,"1010,58",
ORD-10300,21/07/2024,julho,domingo,MG,Loja Física,Acessórios,Cabo Lightning,1,"1944,51",15%,Cancelado,Carlos Souza,Boleto,"1944,51",
ORD-10301,17/03/2024,março,domingo,BA,Aplicativo,Áudio,Caixa de Som JBL,5,"3114,92",5%,Concluído,Não Informado,Cartão Crédito,"15574,6",
ORD-10302,23/05/2024,maio,quinta-feira,PE,E-commerce,Informática,Notebook Dell,2,"2125,21",5%,Concluído,Mariana Lima,Cartão Crédito,"4250,42",
ORD-10303,25/06/2024,junho,terça-feira,MG,E-commerce,Acessórios,Cabo Lightning,5,"1641,94",10%,Devolvido,Não Informado,Cartão Crédito,"8209,7",
ORD-10304,30/01/2024,janeiro,terça-feira,MG,E-commerce,Informática,Teclado Mecânico,5,"1819,29",5%,Cancelado,Carlos Souza,Boleto,"9096,45",
ORD-10305,29/01/2024,janeiro,segunda-feira,PR,Marketplace,Acessórios,Suporte Celular,5,"4240,2",15%,Cancelado,Carlos Souza,Pix,21201,
ORD-10306,23/12/2024,dezembro,segunda-feira,MG,Televendas,Áudio,Headset HyperX,5,"189,62",10%,Cancelado,Roberto Alves,Pix,"948,1",
ORD-10307,08/09/2024,setembro,domingo,SP,Televendas,Áudio,Fone JBL,1,"328,03",5%,Concluído,Ana Silva,Boleto,"328,03",
ORD-10308,07/03/2024,março,quinta-feira,SP,E-commerce,Acessórios,Carregador USB-C,1,"928,43",10%,Cancelado,Não Informado,Boleto,"928,43",
ORD-10309,26/09/2024,setembro,quinta-feira,RJ,Loja Física,Celulares,iPhone 13,1,"1899,27",15%,Devolvido,Mariana Lima,Cartão Crédito,"1899,27",
ORD-10310,11/08/2024,agosto,domingo,PE,Não Informado,Celulares,Xiaomi Redmi Note,4,"3263,44",5%,Devolvido,Carlos Souza,Boleto,"13053,76",
ORD-10311,12/07/2024,julho,sexta-feira,MG,Não Informado,Acessórios,Carregador USB-C,1,"3458,07",5%,Concluído,Não Informado,Cartão Crédito,"3458,07",
ORD-10312,03/04/2024,abril,quarta-feira,RJ,Aplicativo,Acessórios,Carregador USB-C,3,"4609,14",5%,Cancelado,Mariana Lima,Boleto,"13827,42",
ORD-10313,26/06/2024,junho,quarta-feira,PR,Aplicativo,Informática,Mouse Logitech,2,"3199,12",0%,Concluído,Mariana Lima,Cartão Crédito,"6398,24",
ORD-10314,04/02/2024,fevereiro,domingo,SP,Aplicativo,Celulares,Xiaomi Redmi Note,3,"3945,75",0%,Concluído,Roberto Alves,Cartão Crédito,"11837,25",
ORD-10315,12/07/2024,julho,sexta-feira,RS,Marketplace,Tablets,Galaxy Tab S8,5,"1907,97",15%,Concluído,Ana Silva,Pix,"9539,85",
ORD-10316,12/06/2024,junho,quarta-feira,SC,Marketplace,Áudio,Fone JBL,1,"417,29",5%,Concluído,Não Informado,Pix,"417,29",
ORD-10317,10/11/2024,novembro,domingo,SC,Marketplace,Áudio,Headset HyperX,1,"203,42",5%,Concluído,Ana Silva,Boleto,"203,42",
ORD-10318,28/07/2024,julho,domingo,BA,Loja Física,Celulares,iPhone 13,5,"3624,09",10%,Cancelado,Ana Silva,Pix,"18120,45",
ORD-10319,19/03/2024,março,terça-feira,BA,Não Informado,Tablets,Galaxy Tab S8,3,"68,89",0%,Concluído,Carlos Souza,Pix,"206,67",
ORD-10320,28/03/2024,março,quinta-feira,RJ,Loja Física,Informática,Mouse Logitech,3,"4886,44",15%,Concluído,Roberto Alves,Cartão Crédito,"14659,32",
ORD-10321,16/02/2024,fevereiro,sexta-feira,SC,Loja Física,Fotografia,Webcam Logitech,5,"1968,26",10%,Cancelado,Roberto Alves,Pix,"9841,3",
ORD-10322,26/08/2024,agosto,segunda-feira,MG,Não Informado,Áudio,Caixa de Som JBL,2,"4193,54",0%,Concluído,Ana Silva,Boleto,"8387,08",
ORD-10323,30/07/2024,julho,terça-feira,PE,Aplicativo,Áudio,Headset HyperX,2,"2790,33",15%,Concluído,Não Informado,Cartão Crédito,"5580,66",
ORD-10324,10/02/2024,fevereiro,sábado,RJ,Aplicativo,Tablets,Galaxy Tab S8,1,"221,91",5%,Cancelado,Carlos Souza,Cartão Crédito,"221,91",
ORD-10325,22/01/2024,janeiro,segunda-feira,RS,Não Informado,Celulares,iPhone 13,1,"4941,99",15%,Cancelado,Não Informado,Boleto,"4941,99",
ORD-10326,04/02/2024,fevereiro,domingo,BA,Televendas,Áudio,Headset HyperX,4,2804,10%,Concluído,Ana Silva,Boleto,11216,
ORD-10327,24/09/2024,setembro,terça-feira,RJ,E-commerce,Acessórios,Suporte Celular,1,"2101,49",5%,Concluído,Mariana Lima,Pix,"2101,49",
ORD-10328,15/05/2024,maio,quarta-feira,SP,Marketplace,Áudio,Caixa de Som JBL,1,"2453,64",15%,Devolvido,Roberto Alves,Cartão Crédito,"2453,64",
ORD-10329,14/12/2024,dezembro,sábado,RS,E-commerce,Acessórios,Suporte Celular,4,"241,97",10%,Concluído,Mariana Lima,Boleto,"967,88",
ORD-10330,04/06/2024,junho,terça-feira,RS,Marketplace,Informática,Teclado Mecânico,3,"4222,09",0%,Devolvido,Roberto Alves,Boleto,"12666,27",
